artist,song,text,cleaned_text
John Prine,The Great Compromise,"I knew a girl who was almost a lady  
She had a way with all the men in her life  
Every inch of her blossomed in beauty  
And she was born on the fourth of July  
Well she lived in an aluminum house trailer  
And she worked in a juke box saloon  
And she spent all the money that I give her  
Just to see the old man in the moon  
I used to sleep at the foot of old glory  
And awake in the dawn's early light  
But much to my surprise when I opened my eyes  
I was a victim of the great compromise  
Well we'd go out on Saturday evenings  
To the drive-in on Route 41  
And it was there that I first suspected  
That she was doin' what she'd already done  
She said, ""Johnny won't you get me some popcorn""  
And she knew I had to walk pretty far  
And as soon as I passed through the moonlight  
She hopped into a foreign sports car  
I used to sleep at the foot of old glory  
And awake in the dawn's early light  
But much to my surprise when I opened my eyes  
I was a victim of the great compromise  
Well you know I could have beat up that fellow  
But it was her that had hopped into his car  
Many times I'd fought to protect her  
But this time she was goin' too far  
Now some folks they call me a coward  
'Cause I left her at the drive-in that night  
But I'd rather have names thrown at me  
Than to fight for a thing that ain't right  
I used to sleep at the foot of old glory  
And awake in the dawn's early light  
But much to my surprise when I opened my eyes  
I was a victim of the great compromise  
Now she writes all the fellows love letters  
Saying ""Greetings, come and see me real soon""  
And they go and line up in the barroom  
And spend the night in that sick woman's room  
But sometimes I get awful lonesome  
And I wish she was my girl instead  
But she won't let me live with her  
And she makes me live in my head  
I used to sleep at the foot of old glory  
And awake in the dawn's early light  
But much to my surprise when I opened my eyes  
I was a victim of the great compromise  

",knew girl almost lady way men life every inch blossomed beauty born fourth july well lived aluminum house trailer worked juke box saloon spent money give see old man moon used sleep foot old glory awake dawns early light much surprise opened eyes victim great compromise well wed go saturday evenings drivein route first suspected doin shed already done said johnny wont get popcorn knew walk pretty far soon passed moonlight hopped foreign sports car used sleep foot old glory awake dawns early light much surprise opened eyes victim great compromise well know could beat fellow hopped car many times id fought protect time goin far folks call coward cause left drivein night id rather names thrown fight thing aint right used sleep foot old glory awake dawns early light much surprise opened eyes victim great compromise writes fellows love letters saying greetings come see real soon go line barroom spend night sick womans room sometimes get awful lonesome wish girl instead wont let live makes live head used sleep foot old glory awake dawns early light much surprise opened eyes victim great compromise
Grateful Dead,Hell In A Bucket,"Well I was drinkin' last night with a biker  
And I showed him a picture of you  
I said, ""Pal get to know her, you'll like her  
Seemed like the least I could do.  
'Cause when he's chargin' his chopper  
Up and down your carpeted halls  
You will think I am dressed up quite proper  
Never mind how I stumble and fall.  
  
You imagine me sipping champagne from your boot  
For taste of your elegant pride  
I may be going to hell in a bucket, babe  
But at least I'm enjoying the ride, at least I'll enjoy the ride.  
  
'Cause you're a sweet little softcore pretender  
Somehow, babe, it got as hot as it gets  
With her black leather and gold spike suspenders  
And your chain, your black whip and pets.  
  
Well we know you're the reincarnation  
Of the infamous Catherine the Great  
And we know how you love the ovation  
And the scene that it seems to create.  
  
You imagine me sipping champagne from your boot  
For taste of your elegant pride  
I may be going to hell in a bucket, babe  
But at least I'm enjoying the ride, at least I'll enjoy the ride.  
  
You analyze me, tend to despise me  
You laugh when I stumble and fall  
There may come a say when I'll dance on your grave  
Unable to dance I'll still crawl across it  
Unable to dance I'll still crawl  
Unable to dance I'll still crawl  
Unable to dance I'll crawl.  
  
You must really consider the circus  
It just might be your kind of zoo  
I can't think of a place that's more perfect  
For a person as perfect as you.  
  
And it's not like I'm leaving you lonely  
'Cause I wouldn't know where to begin  
Well I know you wake up here only  
When the snakes come marching in.  
  
You imagine me sipping champagne from your boot  
For taste of your elegant pride  
I may be going to hell in a bucket, babe  
But at least I'm enjoying the ride, at least I'll enjoy the ride.  
Ride, ride, ride  
Ride, ride, ride  
Ride, ride, ride  
At least I'll enjoy the ride.  
At least I'll enjoy the ride.  
At least I'll enjoy the ride.

",well drinkin last night biker showed picture said pal get know youll like seemed like least could cause hes chargin chopper carpeted halls think dressed quite proper never mind stumble fall imagine sipping champagne boot taste elegant pride may going hell bucket babe least im enjoying ride least ill enjoy ride cause youre sweet little softcore pretender somehow babe got hot gets black leather gold spike suspenders chain black whip pets well know youre reincarnation infamous catherine great know love ovation scene seems create imagine sipping champagne boot taste elegant pride may going hell bucket babe least im enjoying ride least ill enjoy ride analyze tend despise laugh stumble fall may come say ill dance grave unable dance ill still crawl across unable dance ill still crawl unable dance ill still crawl unable dance ill crawl must really consider circus might kind zoo cant think place thats perfect person perfect like im leaving lonely cause wouldnt know begin well know wake snakes come marching imagine sipping champagne boot taste elegant pride may going hell bucket babe least im enjoying ride least ill enjoy ride ride ride ride ride ride ride ride ride ride least ill enjoy ride least ill enjoy ride least ill enjoy ride
Tim McGraw,Me And Tennessee,"Baby I think we both know it's gone wrong, wrong, wrong  
And I know you don't think we can carry it on  
Baby I think we both know it's gone bad, bad, bad  
Think of all the good times we had  
Driving to your house  
Remember when we first met  
Dancin' on a Friday night  
Under the moon light  
Talkin' till the night was gone  
In the back of my truck with the radio on  
  
Then that ol' song comes on  
Together we're singin'  
Forever we're singin'  
When that ol' song comes on  
Together we're singin'  
Forever we're singin'  
That ol' country song  
Yeah, yeah, yeah, yeah  
  
Baby I think we both know  
It's alright, alright  
But how could I forget what you did that night  
Baby you told me you loved me in Tennessee  
Where we were gonna live  
But now you've done a few things that I can't forgive  
Driving to her house  
Tellin' her you love her  
Lying on a Friday night  
Ring in your pocket  
Lying to me all along  
In the back of your truck with the radio on  
  
Then that ol' song comes on  
Together we're singin'  
Forever we're singin'  
I know we went wrong  
But we belong  
Together we're singin'  
Forever we're singin'  
That ol' country song  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
  
Then that ol song comes on  
Together we're singin'  
Forever we're singin'  
I know we went wrong  
But we belong  
Together we're singin'  
Forever we're singin'  
That ol country song  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah

",baby think know gone wrong wrong wrong know dont think carry baby think know gone bad bad bad think good times driving house remember first met dancin friday night moon light talkin till night gone back truck radio ol song comes together singin forever singin ol song comes together singin forever singin ol country song yeah yeah yeah yeah baby think know alright alright could forget night baby told loved tennessee gon na live youve done things cant forgive driving house tellin love lying friday night ring pocket lying along back truck radio ol song comes together singin forever singin know went wrong belong together singin forever singin ol country song yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah ol song comes together singin forever singin know went wrong belong together singin forever singin ol country song yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah
John Denver,Opposite Tables,"Father on father please hear me  
My song is a cry of desperation  
All of the words I hear  
Have lost their meaning  
  
My life is a well of confusion  
Drowned out by the sound of the lost and lonely  
Only the voice inside  
Speaks your name to me  
  
If they only knew the things that I know  
If they only could see the things that I see  
  
My brothers at opposite tables  
Like fire and water against each other  
Only a fool can't see  
The obvious ending  
  
Are we as ashes to wildwood  
Is life just a fire that can only consume us  
Is there no vision of love  
To bind us together  
  
If they only knew the things that I know  
If they only could see the things that I see

",father father please hear song cry desperation words hear lost meaning life well confusion drowned sound lost lonely voice inside speaks name knew things know could see things see brothers opposite tables like fire water fool cant see obvious ending ashes wildwood life fire consume us vision love bind us together knew things know could see things see
Chuck Berry,Route 66,"Well if you ever plan to motor west  
Just take my way that's the highway that's the best  
Get your kicks on Route 66  
Well it winds from Chicago to L.A.  
More than 2000 miles all the way  
  
Get your kicks on Route 66  
Well it goes from St Louis, down to Missouri  
Oklahoma city looks oh so pretty  
You'll see Amarillo and Gallup, New Mexico  
Flagstaff, Arizona don't forget Winona  
Kingsman, Barstaw, San Bernadino  
  
Would you get hip to this kindly trip  
And go take that California trip  
  
Get your kick on Route 66  
Well it goes from St. Louis, down to Missouri  
Oklahoma city looks oh so pretty  
You'll see Amarillo and Gallup, New Mexico  
Flagstaff, Arizona don't forget Winona  
Kingsman, Barstaw, San Bernadino  
  
Would you get hip to this kindly trip  
And go take that California trip  
Get your kick on Route 66  
Get your kick on Route 66

",well ever plan motor west take way thats highway thats best get kicks route well winds chicago la miles way get kicks route well goes st louis missouri oklahoma city looks oh pretty youll see amarillo gallup new mexico flagstaff arizona dont forget winona kingsman barstaw san bernadino would get hip kindly trip go take california trip get kick route well goes st louis missouri oklahoma city looks oh pretty youll see amarillo gallup new mexico flagstaff arizona dont forget winona kingsman barstaw san bernadino would get hip kindly trip go take california trip get kick route get kick route
Ed Sheeran,Drunk,"I wanna be drunk when I wake up  
On the right side of the wrong bed  
And never in a excuse I made up  
Tell you the truth I hate  
What didn't kill me  
It never made me stronger at all.  
Love will scar your make-up lip sticks to me  
So now I'll maybe leave back there  
I'm sat here wishing I was sober  
I know I'll never hold you like I used to.  
  
But the house gets cold when you cut the heating  
Without you to hold I'll be freezing  
Can't rely on my heart to beating  
'Cause you take part of it every evening  
Take words out of my mouth just from breathing  
Replace with phrases like when you're leaving me.  
  
Should I, should I?  
And maybe I'll get drunk again  
I'll be drunk again  
I'll be drunk again  
To feel a little love  
  
I wanna hold your heart in both hands  
Not watch it fizzle at the bottom of a Coke can  
And I've got no plans for the weekend  
So shall we speak then  
Keep it between friends  
No, I know you'll never love me like you used to.  
  
But may be other people like us  
Who see the flicker of the clip when they light up  
Flames just create us, burns don't heal like before  
You don't hold me anymore.  
  
On cold days cold plays out like the band's name  
I know I can't heal things with a hand shake  
You know I can't change as I began saying  
You cut me wide open like landscape  
Open bottles of beer but never champagne  
To applaud you with the sound that my hands make.  
  
Should I, should I?  
And maybe I'll get drunk again  
I'll be drunk again  
I'll be drunk again  
To feel a little love.  
  
All by myself  
I'm here again  
All by myself  
You know I'll never change  
All by myself  
All by myself  
I'm just drunk, again  
I'll be drunk again  
I'll be drunk again  
To feel a little love.

",wan na drunk wake right side wrong bed never excuse made tell truth hate didnt kill never made stronger love scar makeup lip sticks ill maybe leave back im sat wishing sober know ill never hold like used house gets cold cut heating without hold ill freezing cant rely heart beating cause take part every evening take words mouth breathing replace phrases like youre leaving maybe ill get drunk ill drunk ill drunk feel little love wan na hold heart hands watch fizzle bottom coke ive got plans weekend shall speak keep friends know youll never love like used may people like us see flicker clip light flames create us burns dont heal like dont hold anymore cold days cold plays like bands name know cant heal things hand shake know cant change began saying cut wide open like landscape open bottles beer never champagne applaud sound hands make maybe ill get drunk ill drunk ill drunk feel little love im know ill never change im drunk ill drunk ill drunk feel little love
Ozzy Osbourne,Road To Nowhere,"I was looking back on my life  
And all the things I've done to me  
I'm still looking for the answers  
And I'm still searching for the key  
  
The wreckage of my past keeps haunting me  
It just won't leave me alone  
I still find it all a mystery  
Could it be a dream?  
The road to nowhere leads to me  
  
Through all the happiness and sorrow  
I guess I'd do it all again  
Live for today and not tomorrow  
It's still the road that never ends  
  
The wreckage of my past keeps haunting me  
It just won't leave me alone  
I still find it all a mystery  
Could it be a dream?  
The road to nowhere leads to me  
  
Ah ah, the road to nowhere's gonna pass me by  
Ah ah, I hope we never have to say goodbye  
I never want to live without you  
  
The wreckage of my past keeps haunting me  
It just won't leave me alone  
I still find it all a mystery  
Could it be a dream?  
The road to nowhere leads to me  
  
The road to nowhere leads to me  
The road to nowhere leads to me  
You got to, got to, got to lead to me  
The road to nowhere leads to me  
You got to, got to, got to lead to me  
You got to, got to, got to lead to me  
Ah, the road to nowhere

",looking back life things ive done im still looking answers im still searching key wreckage past keeps haunting wont leave alone still find mystery could dream road nowhere leads happiness sorrow guess id live today tomorrow still road never ends wreckage past keeps haunting wont leave alone still find mystery could dream road nowhere leads ah ah road nowheres gon na pass ah ah hope never say goodbye never want live without wreckage past keeps haunting wont leave alone still find mystery could dream road nowhere leads road nowhere leads road nowhere leads got got got lead road nowhere leads got got got lead got got got lead ah road nowhere
Britney Spears,Mona Lisa,"This is the story about Mona Lisa  
The Mona Lisa  
Ladies and gentlemen, I've got a little story to tell  
About Mona Lisa and how she suddenly fell  
See everyone knew her, they knew her oh so well  
Now I am taking over to release her from her spell  
She's the original  
She's unforgettable  
She wants you to know  
She's been gone  
It's kind of incredible  
She's so unpredictable  
She wants you to know  
She's been gone, she's been gone, she's been gone  
She was taken under drowning in her sea  
Running like an angel, she was crying and could not see, oh no  
Now see everyone's watching as she starts to fall  
They want her to breakdown be a legend of her fall  
She's the original  
She's unforgettable  
She wants you to know  
She's been gone  
It's kind of incredible  
She's so unpredictable  
She wants you to know  
She's been gone, she's been gone, she's been gone  
Ladies does that make you cry?  
Mona Lisa's got to fly, nobody really dies  
Everyone, may we have a moment of silence right here  
God  
She's the original  
She's unforgettable  
She wants you to know  
She's been gone  
It's kind of incredible  
She's so unpredictable  
She wants you to know  
That she's home, that she's home  
She's the original  
She's unforgettable  
She wants you to know  
She's been gone  
It's kind of incredible  
She's so unpredictable  
She wants you to know  
That she's home, that she's home, that she's home  

",story mona lisa mona lisa ladies gentlemen ive got little story tell mona lisa suddenly fell see everyone knew knew oh well taking release spell shes original shes unforgettable wants know shes gone kind incredible shes unpredictable wants know shes gone shes gone shes gone taken drowning sea running like angel crying could see oh see everyones watching starts fall want breakdown legend fall shes original shes unforgettable wants know shes gone kind incredible shes unpredictable wants know shes gone shes gone shes gone ladies make cry mona lisas got fly nobody really dies everyone may moment silence right god shes original shes unforgettable wants know shes gone kind incredible shes unpredictable wants know shes home shes home shes original shes unforgettable wants know shes gone kind incredible shes unpredictable wants know shes home shes home shes home
Fleetwood Mac,Morning Rain,"Clear as the morning rain  
Seeing it very plain  
We've got to start again  
  
What's that you do  
What's that you say  
There's no use complaining  
It's the only way  
There's no use feeling dissatisfied  
Cause how can you know until you've tried  
  
Clear as the morning rain  
Seeing it very plain  
We've got to start again  
  
Everthing's going around in my head  
The futures new and the past is dead  
Pull out the stops, turn on the light  
Cause away from the darkness everything seems bright  
  
Clear as the morning rain  
Seeing it very plain  
We've got to start again  
  
Do do do do do  
Do do do do do do do  
Do do do do do  
Do do do do do do do  
Do do do do do  
Do do do do do do do  
Do do do do do  
Do do do do do do do

",clear morning rain seeing plain weve got start whats whats say theres use complaining way theres use feeling dissatisfied cause know youve tried clear morning rain seeing plain weve got start everthings going around head futures new past dead pull stops turn light cause away darkness everything seems bright clear morning rain seeing plain weve got start
Reba Mcentire,I'll Have What She's Havin',"No, I don't want no 'Jack n Coke'  
Please sit me where there ain't no smoke  
Don't want nothin' cloudin' up my eyes  
But you see that girl all over there  
Actin' like she's on thin air  
There got to be a secret to her smile  
Well, I think that I just found him  
And he's twirlin' her around  
I'd like to place my order  
You might want to write this down  
  
I'll have what she's havin'  
I want what she's got  
Someone sweet as he can be  
And by the way, that hot  
A tall order, I suppose  
But if you could find me one of those  
I'll have what she's havin'  
  
Well, I like the way he looks at her  
It's plain to see, he knows the words  
That makes her shine from 40 feet away  
If there's any justice in this world  
He's got a twin who wants a girl  
Who looks like me, excuse me while I pray  
So if you could slip my number  
In that pocket on his hip  
It would be appreciated  
And reflected in your tip  
  
I'll have what she's havin'  
I want what she's got  
Someone sweet as he can be  
And by the way, that hot  
A tall order, I suppose  
But if you can find me one of those  
I'll have what she's havin'  
  
A tall order, I suppose  
But if you can find me one of those  
I'll have what she's havin'  
  
Well, I know it's wrong to think of it  
But why should she have all of it  
I'll have what she's havin'  
  
Oh, I'll have what she's havin'

",dont want jack n coke please sit aint smoke dont want nothin cloudin eyes see girl actin like shes thin air got secret smile well think found hes twirlin around id like place order might want write ill shes havin want shes got someone sweet way hot tall order suppose could find one ill shes havin well like way looks plain see knows words makes shine feet away theres justice world hes got twin wants girl looks like excuse pray could slip number pocket hip would appreciated reflected tip ill shes havin want shes got someone sweet way hot tall order suppose find one ill shes havin tall order suppose find one ill shes havin well know wrong think ill shes havin oh ill shes havin
Hank Williams Jr.,I'm Gonna Break Your Heart,"There's a time to laugh and there's a time to cry  
There's a time to live and love but my love for you has died  
I just don't want you anymore although you've done your part  
I can love you out of sympathy I'm gonna break your heart  
I always kinda like you dear and your cute little ways  
  
But I never meant for you to fall in love with me this way  
I should have never let you on and drag your love this far  
I'm sorry dear don't waste your tears I'm gonna break your heart  
The time to laugh is over and the time to cry has come  
  
But we shared a lot of good times I've thought we had a lot of fun  
I've stayed as long as I'm goin' to now I've just got to go  
But darling before I do there's something I want you to know  
I tried to make you happy dear I tried to do my part  
  
But love just died go on and cry I'm gonna break your heart  
But love just died go on and cry I'm gonna break your heart

",theres time laugh theres time cry theres time live love love died dont want anymore although youve done part love sympathy im gon na break heart always kinda like dear cute little ways never meant fall love way never let drag love far im sorry dear dont waste tears im gon na break heart time laugh time cry come shared lot good times ive thought lot fun ive stayed long im goin ive got go darling theres something want know tried make happy dear tried part love died go cry im gon na break heart love died go cry im gon na break heart
Deep Purple,Things I Never Said (Japaneses Bonus Track),"Don't get me started, let's get it right  
There's no use to talk about it deep into the night  
Don't ask about secrets I could tell  
I'm gonna keep them to myself  
  
No bad decisions, no good advice  
No time to think about it even once or twice  
No second chances looking down the road  
When there's the only way, only way to go  
  
Oh it makes me wonder  
What's going on inside my head  
Well could it be the pressure that I'm under  
Makes me forget the things I never said  
  
I can't remember, I can't forget  
Take it from me there's not a moment of regret  
Since the day I learned to tie my shoes  
I found it hard to spread the news  
  
Oh it makes me wonder  
What's going on inside my head  
Well could it be the pressure that I'm under  
Makes me forget the things I never said  
  
It's hard to swallow, it's hard to take  
When I think about it now my knees begin to shake  
Never came to me to mention at the time  
Tell the truth it never crossed my mind  
  
Oh it makes me wonder  
What's going on inside my head  
Well could it be the pressure that I'm under  
Makes me forget the things I never said  
  
Oh it makes me wonder  
What's going on inside my head  
Could it be the pressure that I'm under  
Makes me forget the things I never said  
  
  
(thanks to Jorge for this lyric)

",dont get started lets get right theres use talk deep night dont ask secrets could tell im gon na keep bad decisions good advice time think even twice second chances looking road theres way way go oh makes wonder whats going inside head well could pressure im makes forget things never said cant remember cant forget take theres moment regret since day learned tie shoes found hard spread news oh makes wonder whats going inside head well could pressure im makes forget things never said hard swallow hard take think knees begin shake never came mention time tell truth never crossed mind oh makes wonder whats going inside head well could pressure im makes forget things never said oh makes wonder whats going inside head could pressure im makes forget things never said thanks jorge lyric
Backstreet Boys,Bye Bye Love,"Yeah, yeah, oh,  
Yeah, yeah,  
  
You should be right here laying next to me  
But baby you chose to love the hard way  
You could be right here getting the best of me  
But baby you decided he was your man  
  
And now that you're finding out  
He's playing little games, you calling me again  
You say you want me around  
But I'm not sure now if I wanna be down  
So  
  
I think I wanna stay single  
Maybe we're better apart  
See I don't want a girl  
That, only wanna come back  
'Cause, some other man broke her heart  
  
So bye bye love  
Bye love  
So bye bye love (Bye love)  
Bye love  
Yeah  
  
Crazy how the tables turn  
It wasn't long ago that you turned your back, no.  
Saying there's no way that we can work (We can work)  
And you were quick to move on to the next thing  
Yeah.  
  
And now that you're finding out  
He's playing little games, you calling me again  
You say you want me around  
But I'm not sure now if I wanna be down  
So  
  
I think I wanna stay single  
Maybe we're better apart  
See I don't want a girl  
That, only wanna come back  
'Cause, some other man broke her heart  
  
So bye bye love (Bye love)  
Bye love  
So bye bye love (Bye bye, bye bye love)  
Bye love (Bye bye, bye bye love.)  
Yeah.  
  
I can't take you back when I know (When I know)  
I'm not the one you really wanted before  
Sorry, that I let you go (Let you go)  
This time I think it's best to do it alone!  
  
Whoo, whoo, whooo, yeah (say goodbye to me love.)  
Whoo, whoo, let it go, let it go.  
  
Bye bye, bye bye love! (Love)  
  
I think I wanna stay single (I think I wanna stay)  
Maybe we're better apart (Maybe we're better apart)  
See I don't want a girl  
That, only wanna come back  
'Cause, some other man broke her heart  
  
So bye bye love (Said bye bye love)  
Bye love (Said bye bye love)  
So bye bye love (Bye, bye, bye, bye, girl)  
Bye love (Oh, bye bye love)  
  
I think I wanna stay single (I think I wanna stay)  
Maybe we're better apart (Maybe we're better apart)  
See I don't want a girl  
That, only wanna come back  
'Cause, some other man broke her heart  
  
So bye bye love (Said bye bye love)  
Bye love (Bye bye, bye, bye, love)  
So bye bye love (Said bye bye love)  
Bye love (Bye bye, bye, bye, love)  
  
I'm saying goodbye to you (I'm saying goodbye to you)  
I'm saying goodbye to you (Oh, I'm saying goodbye to you)  
I'm saying goodbye to you (Say goodbye)  
I'm saying goodbye to you (Say goodbye)  
(Bye, bye, love) I'm saying goodbye to you (Say goodbye)  
(Bye, bye, love) I'm saying goodbye to you (Say goodbye)  
(Bye, bye, love) I'm saying goodbye to you (Say goodbye)  
(Say goodbye, bye, love) I'm saying goodbye to you

",yeah yeah oh yeah yeah right laying next baby chose love hard way could right getting best baby decided man youre finding hes playing little games calling say want around im sure wan na think wan na stay single maybe better apart see dont want girl wan na come back cause man broke heart bye bye love bye love bye bye love bye love bye love yeah crazy tables turn wasnt long ago turned back saying theres way work work quick move next thing yeah youre finding hes playing little games calling say want around im sure wan na think wan na stay single maybe better apart see dont want girl wan na come back cause man broke heart bye bye love bye love bye love bye bye love bye bye bye bye love bye love bye bye bye bye love yeah cant take back know know im one really wanted sorry let go let go time think best alone whoo whoo whooo yeah say goodbye love whoo whoo let go let go bye bye bye bye love love think wan na stay single think wan na stay maybe better apart maybe better apart see dont want girl wan na come back cause man broke heart bye bye love said bye bye love bye love said bye bye love bye bye love bye bye bye bye girl bye love oh bye bye love think wan na stay single think wan na stay maybe better apart maybe better apart see dont want girl wan na come back cause man broke heart bye bye love said bye bye love bye love bye bye bye bye love bye bye love said bye bye love bye love bye bye bye bye love im saying goodbye im saying goodbye im saying goodbye oh im saying goodbye im saying goodbye say goodbye im saying goodbye say goodbye bye bye love im saying goodbye say goodbye bye bye love im saying goodbye say goodbye bye bye love im saying goodbye say goodbye say goodbye bye love im saying goodbye
Reba Mcentire,I've Never Stopped Dreaming Of You,"I've forgotten your number  
I hadn't called in a while  
And I'm slowly forgetting your funny little smile  
I've even stopped missing  
The love that we knew  
But I've never stopped dreaming of you  
  
I've lost all the memories  
The feel of your touch  
And it's left my mind why I loved you so much  
I've even forgotten who walked out on who  
But I've never stopped dreaming of you  
  
[Chorus]  
I've never stopped seeing your face every night  
I see it each time that I close my eyes  
And time's heal the memories  
Of the pain I went through  
But I've never stopped dreaming of you  
  
I've misplaced all the trinkets  
That you told me to keep  
And it's been such a long time  
Since I've lost any sleep  
Now I'm doing just fine  
With somebody new  
But I've never stopped dreaming of you  
  
[Chorus]  
  
No I've never stopped dreaming of you

",ive forgotten number hadnt called im slowly forgetting funny little smile ive even stopped missing love knew ive never stopped dreaming ive lost memories feel touch left mind loved much ive even forgotten walked ive never stopped dreaming chorus ive never stopped seeing face every night see time close eyes times heal memories pain went ive never stopped dreaming ive misplaced trinkets told keep long time since ive lost sleep im fine somebody new ive never stopped dreaming chorus ive never stopped dreaming
Ella Fitzgerald,Hark The Herald Angels Sing,"Hark the herald angels sing  
""Glory to the newborn King!  
Peace on earth and mercy mild  
God and sinners reconciled""  
Joyful, all ye nations rise  
Join the triumph of the skies  
With the angelic host proclaim:  
""Christ is born in Bethlehem""  
Hark! The herald angels sing  
""Glory to the newborn King!""  
  
Christ by highest Heav'n adored  
Christ the everlasting Lord!  
Late in time behold Him come  
Offspring of a Virgin's womb  
Veiled in flesh the Godhead see  
Hail the incarnate Deity  
Pleased as man with man to dwell  
Jesus, our Emmanuel  
Hark! The herald angels sing  
""Glory to the newborn King!""  
  
Hail the Heav'n-born Prince of Peace!  
Hail the Son of Righteousness!  
Light and life to all He brings  
Ris'n with healing in His wings  
Mild He lays His glory by  
Born that man no more may die  
Born to raise the sons of earth  
Born to give them second birth  
Hark! The herald angels sing  
""Glory to the newborn King!""

",hark herald angels sing glory newborn king peace earth mercy mild god sinners reconciled joyful ye nations rise join triumph skies angelic host proclaim christ born bethlehem hark herald angels sing glory newborn king christ highest heavn adored christ everlasting lord late time behold come offspring virgins womb veiled flesh godhead see hail incarnate deity pleased man man dwell jesus emmanuel hark herald angels sing glory newborn king hail heavnborn prince peace hail son righteousness light life brings risn healing wings mild lays glory born man may die born raise sons earth born give second birth hark herald angels sing glory newborn king
Chris Rea,Born To Lose,"Love started out like fresh April dawn  
Dreams I have left faded and torn  
  
I was born to lose baby  
I was born to lose baby  
  
There was this woman when I was a boy  
She was my queen and I was her toy  
  
I was born to lose baby  
I was born to lose baby  
  
Now I could not give what the rich man could give no  
Only myself for as long as I live  
  
I was born to lose baby  
Oh I was born to lose baby  
  
Born to lose  
Born to lose  
Born to lose

",love started like fresh april dawn dreams left faded torn born lose baby born lose baby woman boy queen toy born lose baby born lose baby could give rich man could give long live born lose baby oh born lose baby born lose born lose born lose
Soundgarden,Pretty Noose,"I caught the moon today  
Pick it up  
And throw it away all right  
I got the perfect steal  
A cleaner love  
With a dirty feel all right  
Fall out and take the bait  
Eat the fruit  
And kiss the snake goodnight  
  
Common ruse dirty face  
Pretty noose is pretty hate  
And I don't like  
What you got me hanging from  
  
Let your motor race  
Pick it up  
And get this mother gone  
Out from and far away  
The wooden snake  
This thing has got me on  
  
Diamond rope silver chain  
Pretty noose is a pretty pain  
And I don't like  
What you got me hanging from  
  
I don't care what you got  
I don't care what you need  
I don't want anything  
And I don't like what  
You got me hanging from

",caught moon today pick throw away right got perfect steal cleaner love dirty feel right fall take bait eat fruit kiss snake goodnight common ruse dirty face pretty noose pretty hate dont like got hanging let motor race pick get mother gone far away wooden snake thing got diamond rope silver chain pretty noose pretty pain dont like got hanging dont care got dont care need dont want anything dont like got hanging
Pat Benatar,Le Bel Age,"There comes a time  
When you should see things clear  
Free from my innocence  
There is no circumstance too severe  
Only the need for us, for us to believe again  
  
There is a time, temptation's on the run  
Dreamer, you've had your way  
Soldier, you've had your day in the sun  
Now it's time, oh, it's time for us to begin again  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again  
  
There comes a time  
When you must find your way  
Beggar has made his bed  
Wrapped in a silhouette of gold and gray  
Now it's time, yes it's time for us to believe again  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again  
  
Standing so close to me, the possibility  
To change our destiny  
I see it perfectly, moving so naturally  
Nothing can stand in our way  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again  
  
Le bel age  
Only our love will remain  
Le bel age  
Close to the truth once again

",comes time see things clear free innocence circumstance severe need us us believe time temptations run dreamer youve way soldier youve day sun time oh time us begin le bel age love remain le bel age close truth comes time must find way beggar made bed wrapped silhouette gold gray time yes time us believe le bel age love remain le bel age close truth le bel age love remain le bel age close truth standing close possibility change destiny see perfectly moving naturally nothing stand way le bel age love remain le bel age close truth le bel age love remain le bel age close truth le bel age love remain le bel age close truth
